timestamp,latitude,longitude,altitude,speed,course,hacc
"1653471690000",45.47804,9.2268,163.552,0.617,168.423,"4"
"1653471691000",45.47804,9.2268,163.562,0.615,170.771,"4"
"1653471692000",45.47803,9.2268,163.463,0.621,178.582,"4"
"1653471693000",45.47803,9.2268,163.503,0.622,172.764,"4"
"1653471694000",45.47803,9.2268,163.363,0.615,172.299,"4"
"1653471695000",45.47802,9.2268,163.211,0.469,151.467,"4"
"1653471696000",45.47802,9.22681,163.05,0.399,116.58,"4"
"1653471697000",45.47802,9.22681,163.185,0.351,172.416,"4"
"1653471698000",45.47802,9.22681,163.315,0.567,206.785,"4"
"1653471699000",45.47801,9.22681,163.036,0.649,171.748,"4"
"1653471700000",45.478,9.22681,162.865,0.593,133.446,"4"
"1653471701000",45.478,9.22682,162.59,0.579,101.062,"4"
"1653471702000",45.478,9.22683,162.695,0.481,83.043,"4"
"1653471703000",45.478,9.22683,162.673,0.547,79.208,"4"
"1653471704000",45.478,9.22685,162.576,0.527,84.617,"4"
"1653471705000",45.478,9.22686,162.349,0.444,104.895,"4"
"1653471706000",45.478,9.22686,162.193,0.39,83.808,"4"
"1653471707000",45.478,9.22687,162.153,0.371,66.302,"4"
"1653471708000",45.478,9.22687,163.018,0.008,66.302,"4"
"1653471709000",45.478,9.22687,163.083,0,66.302,"4"
"1653471710000",45.478,9.22687,163.105,0.006,66.302,"4"
"1653471711000",45.478,9.22687,163.091,0.237,66.302,"6"
"1653471712000",45.478,9.22687,163.095,0.172,66.302,"6"
"1653471713000",45.478,9.22687,163.098,0.134,66.302,"6"
"1653471714000",45.47799,9.22688,163.113,0.392,189.763,"6"
"1653471715000",45.47798,9.22688,163.177,0.557,187.198,"6"
"1653471716000",45.47797,9.22687,163.103,0.564,191.498,"6"
"1653471717000",45.47797,9.22687,163.23,0.58,191.226,"6"
"1653471718000",45.47796,9.22687,163.336,0.573,176.796,"6"
"1653471719000",45.47795,9.22687,163.196,0.589,186.354,"6"
"1653471720000",45.47794,9.22687,163.166,0.614,197.03,"6"
"1653471721000",45.47794,9.22687,163.195,0.622,190.766,"6"
"1653471722000",45.47793,9.22687,163.13,0.631,187.916,"6"
"1653471723000",45.47792,9.22687,163.083,0.639,203.874,"6"
"1653471724000",45.47791,9.22687,162.786,0.643,209.864,"6"
"1653471725000",45.47791,9.22687,162.749,0.646,188.144,"6"
"1653471726000",45.4779,9.22688,163.019,0.644,187.869,"6"
"1653471727000",45.4779,9.22688,162.994,0.647,192.949,"6"
"1653471728000",45.47789,9.22688,162.895,0.649,194.552,"6"
"1653471729000",45.47788,9.22688,162.924,0.654,201.746,"6"
