ID,Time,un,Fix_amb,SV,Moving,Phase,carr,x,y,z,a,b,c,layer,path
4630525_08554200,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517699.8039,5036031.1689,160.2414,0.0042,0.0052,0.0067,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08554300,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517700.213,5036031.187,160.2645,0.005,0.0063,0.0081,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08554400,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517700.6412,5036031.2822,160.2768,0.0027,0.0034,0.0043,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08554500,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517701.0971,5036031.3432,160.2954,0.0031,0.0039,0.005,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08554600,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517701.5589,5036031.4317,160.2994,0.0029,0.0037,0.0047,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08554700,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517702.0599,5036031.5339,160.3107,0.006,0.0075,0.0095,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08554800,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517702.5767,5036031.6112,160.2954,0.0038,0.0047,0.0061,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08554900,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517703.1051,5036031.7615,160.3085,0.0049,0.0061,0.0078,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08555000,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517703.6235,5036031.8503,160.3094,0.0046,0.0057,0.0073,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08555100,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517704.1187,5036031.9779,160.3043,0.0045,0.0056,0.0072,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08555200,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517704.61,5036032.0943,160.3235,0.0036,0.0045,0.0058,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08555300,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517705.0586,5036032.2243,160.3301,0.0052,0.0065,0.0083,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08555400,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517705.499,5036032.3313,160.335,0.006,0.0075,0.0097,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08555500,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517705.9457,5036032.4585,160.3265,0.0059,0.0074,0.0095,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08555600,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517706.4009,5036032.6181,160.3359,0.0086,0.0107,0.0138,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08555700,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517706.808,5036032.7246,160.3484,0.0028,0.0035,0.0045,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08555800,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517707.216,5036032.8888,160.3615,0.0031,0.0039,0.005,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08555900,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517707.7103,5036033.0636,160.3517,0.0044,0.0055,0.0071,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08560000,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517708.173,5036033.2446,160.3569,0.0043,0.0054,0.0069,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08560100,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517708.6616,5036033.3887,160.3693,0.0035,0.0043,0.0056,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08560200,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517709.1602,5036033.6107,160.3877,0.0032,0.0041,0.0052,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08560300,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517709.6934,5036033.8162,160.3837,0.005,0.0062,0.0079,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08560400,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517710.2527,5036034.0283,160.3904,0.0018,0.0023,0.0029,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08560500,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517710.7386,5036034.2443,160.4163,0.005,0.0062,0.008,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08560600,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517711.2771,5036034.4439,160.4236,0.0039,0.0049,0.0063,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08560700,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517711.8211,5036034.6239,160.4254,0.0027,0.0034,0.0044,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08560800,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517712.3041,5036034.864,160.4295,0.0045,0.0057,0.0073,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08560900,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517712.7029,5036035.071,160.4537,0.0059,0.0073,0.0094,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08561000,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517713.1545,5036035.3263,160.4537,0.0049,0.0061,0.0079,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08561100,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517713.6498,5036035.526,160.4534,0.0039,0.0049,0.0063,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08561200,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517714.0314,5036035.7574,160.4601,0.0046,0.0058,0.0074,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08561300,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517714.4395,5036035.9598,160.4614,0.003,0.0038,0.0049,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08561400,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517714.8556,5036036.1737,160.467,0.003,0.0038,0.0049,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08561500,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517715.3108,5036036.3666,160.4691,0.004,0.005,0.0064,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08561600,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517715.729,5036036.6328,160.4822,0.0044,0.0055,0.0071,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08561700,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517716.152,5036036.8409,160.5024,0.0046,0.0058,0.0074,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08561800,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517716.5966,5036037.057,160.5098,0.005,0.0062,0.0079,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08561900,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517717.0235,5036037.3243,160.5184,0.0043,0.0053,0.0069,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08562000,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517717.4474,5036037.5363,160.5232,0.0045,0.0056,0.0072,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08562100,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517717.8155,5036037.8541,160.5311,0.0062,0.0077,0.0098,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08562200,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517718.2418,5036038.1163,160.5248,0.0064,0.008,0.0102,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08562300,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517718.6073,5036038.3969,160.5437,0.0058,0.0072,0.0092,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08562400,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517719.0456,5036038.6777,160.5439,0.0047,0.0058,0.0074,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08562500,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517719.454,5036038.976,160.5478,0.0036,0.0044,0.0057,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08562600,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517719.873,5036039.2666,160.5638,0.0053,0.0066,0.0085,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08562700,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517720.2763,5036039.5607,160.5579,0.0036,0.0045,0.0058,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08562800,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517720.6714,5036039.9137,160.5793,0.0052,0.0065,0.0084,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08562900,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517721.103,5036040.1285,160.5847,0.0056,0.0069,0.0089,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08563000,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517721.451,5036040.4507,160.5838,0.0037,0.0045,0.0058,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08563100,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517721.7597,5036040.6852,160.5814,0.0038,0.0048,0.0061,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08563200,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517722.0127,5036041.0243,160.5833,0.0023,0.0029,0.0037,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08563300,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517722.307,5036041.3894,160.5816,0.0027,0.0033,0.0043,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08563400,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517722.5029,5036041.8563,160.5777,0.0035,0.0043,0.0055,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08563500,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517722.7133,5036042.2908,160.5866,0.0013,0.0016,0.002,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
4630525_08563600,05:25:20,No,yes,GPS,Moving,Phase: fix all,L1/E1+L2,517722.9336,5036042.7207,160.5906,0.0045,0.0056,0.0072,g2-s1,"file:///C:/Users/maria/OneDrive%20-%20Politecnico%20di%20Milano/Desktop/Lavoro/Esercitazioni/Pos&LBSExercises/2021-22/08_Trajectories/g2-s1.csv?type=csv&maxFields=10000&detectTypes=yes&decimalPoint=,&xField=x&yField=y&crs=EPSG:32632&spatialIndex=no&subsetIndex=no&watchFile=no"
